action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -2.8371811e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1779964e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.6,30,0,30,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.62,31,0,31,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.64,32,0,32,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -1.9073777e-04 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.66,33,0,33,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[-9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -5.7221332e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.68,34,0,34,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  8.2589686e-06  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.7,35,0,35,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -2.5033951e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.72,36,0,36,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.74,37,0,37,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1894405e-01 -9.5368887e-04
 -5.7221332e-04 -1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -5.7221332e-04  8.2589686e-06  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.76,38,0,38,0
"[ 1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.59488142e-05 -5.72213321e-04
  1.04657817e+00  5.22812247e-01  6.19325578e-01 -9.53688868e-04
 -5.72213321e-04 -1.50203705e-05  0.00000000e+00 -0.00000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.78,39,0,39,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -5.7221332e-04  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.8,40,0,40,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -1.1682510e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.82,41,0,41,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.84,42,0,42,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1512929e-01  9.5368887e-04
 -9.5368887e-04  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.86,43,0,43,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1894405e-01 -9.5368887e-04
 -5.7221332e-04 -1.1682510e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  8.2589686e-06  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.88,44,0,44,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04  1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -5.7221332e-04  8.2589686e-06  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.9,45,0,45,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2281225e-01  6.1970705e-01 -9.5368887e-04
 -5.7221332e-04 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.92,46,0,46,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2319372e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04 -2.1696091e-05  0.0000000e+00 -0.0000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.94,47,0,47,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2357519e-01  6.1932558e-01 -9.5368887e-04
 -5.7221332e-04  1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  8.2589686e-06  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.96,48,0,48,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2510107e-01  6.1970705e-01 -9.5368887e-04
 -5.7221332e-04 -2.5033951e-05  0.0000000e+00 -0.0000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",0.98,49,0,49,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.2891582e-01  6.1970705e-01 -9.5368887e-04
 -9.5368887e-04 -2.5033951e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1551082e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.0,50,0,50,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.3196764e-01  6.1932558e-01 -9.5368887e-04
 -1.3351644e-03 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2204931e-01  6.1589229e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.02,51,0,51,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.3654534e-01  6.1932558e-01 -5.7221332e-04
 -1.3351644e-03 -8.3446503e-06  0.0000000e+00 -0.0000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.2662700e-01  6.1322194e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.04,52,0,52,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0465782e+00  5.4112309e-01  6.1932558e-01  1.9073777e-04
 -1.3351644e-03 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.3234911e-01  6.1474782e-01  9.5368887e-04
 -9.5368887e-04  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.06,53,0,53,0
"[-1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -5.72213321e-04
  1.04657817e+00  5.44556320e-01  6.19325578e-01  5.72213321e-04
 -2.09811563e-03 -1.50203705e-05  0.00000000e+00 -0.00000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.3501946e-01  6.1474782e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.08,54,0,54,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0465782e+00  5.4989702e-01  6.1932558e-01  9.5368887e-04
 -2.8610667e-03 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[-1.3351644e-03  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.3997862e-01  6.1474782e-01  9.5368887e-04
 -9.5368887e-04  1.1596829e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.1,55,0,55,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.0469596e+00  5.5676359e-01  6.1741817e-01  6.6758222e-03
 -2.8610667e-03 -2.8371811e-05  0.0000000e+00 -0.0000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.4684520e-01  6.1589229e-01  9.5368887e-04
 -1.3351644e-03  1.8272549e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.12,56,0,56,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -5.7221332e-04
  1.0469596e+00  5.5905241e-01  6.1703670e-01  2.1934845e-02
 -2.8610667e-03 -1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0465782e+00  5.4913408e-01  6.1474782e-01  9.5368887e-04
 -1.3351644e-03  1.4934689e-05  4.8986648e-04 -1.9450361e-04
  5.9253030e-04  0.0000000e+00 -0.0000000e+00]",1.14,57,0,57,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.0469596e+00  5.6324863e-01  6.1245900e-01  6.0082398e-02
 -2.8610667e-03 -3.5047531e-05  1.3383194e-03 -6.8631768e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0465782e+00  5.5600059e-01  6.1207753e-01  9.7276261e-03
 -1.3351644e-03  1.4934689e-05  5.3157745e-04 -1.9448341e-04
  3.7862797e-04  1.3383194e-03 -6.8631768e-03]",1.16,58,0,58,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.0469596e+00  5.6668192e-01  6.0597390e-01  8.7930113e-02
 -2.8610667e-03 -1.8358231e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0469596e+00  5.5943388e-01  6.1207753e-01  2.8419929e-02
 -1.7166400e-03  1.4934689e-05  5.4384535e-04 -1.9447910e-04
  3.1571553e-04  0.0000000e+00 -0.0000000e+00]",1.18,59,0,59,0
"[ 1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -9.53688868e-04
  1.04695964e+00  5.69733739e-01  6.00251794e-01  1.00900285e-01
 -3.24254204e-03  1.66893005e-06  0.00000000e+00 -0.00000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0469596e+00  5.6134129e-01  6.0864425e-01  4.7875181e-02
 -1.7166400e-03  8.2589686e-06  5.4384535e-04 -1.9447910e-04
  3.1571553e-04  0.0000000e+00 -0.0000000e+00]",1.2,60,0,60,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.0469596e+00  5.7507437e-01  5.8918899e-01  1.1081865e-01
 -3.2425420e-03 -2.1696091e-05 -1.3383194e-03  6.8631768e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0469596e+00  5.6439304e-01  6.0559243e-01  7.3815517e-02
 -1.7166400e-03  1.4934689e-05  5.3648459e-04 -1.9448160e-04
  3.5346299e-04 -1.3383194e-03  6.8631768e-03]",1.22,61,0,61,0
"[ 1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -9.53688868e-04
  1.04695964e+00  5.84229827e-01  5.65918982e-01  1.19592585e-01
 -3.24254204e-03 -2.83718109e-05  0.00000000e+00 -0.00000000e+00]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0469596e+00  5.7011521e-01  5.9643704e-01  9.5941097e-02
 -2.0981156e-03  1.4934689e-05  4.9477362e-04 -1.9450077e-04
  5.6736538e-04  0.0000000e+00 -0.0000000e+00]",1.24,62,0,62,0
"[ 1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -9.53688868e-04
  1.04695964e+00  5.94529629e-01  5.39597154e-01  1.21118486e-01
 -2.86106672e-03 -1.66893005e-06  0.00000000e+00 -0.00000000e+00]","[-5.72213321e-04  1.04695964e+00  5.21667838e-01  6.17418170e-01
 -1.71663996e-03 -2.47959094e-03  1.58324838e-06 -1.90737774e-04
  1.04695964e+00  5.74692905e-01  5.86137176e-01  1.05859466e-01
 -2.09811563e-03  1.15968287e-05  4.94773616e-04 -1.94500768e-04
  5.67365380e-04  0.00000000e+00 -0.00000000e+00]",1.26,63,0,63,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.0469596e+00  6.1627376e-01  4.8847944e-01  1.2149996e-01
  2.0981156e-03 -3.1709671e-05  1.3383194e-03 -6.8631768e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.7221332e-04
  1.0469596e+00  5.8651865e-01  5.5371177e-01  1.1539635e-01
 -2.0981156e-03  1.8272549e-05  5.3648459e-04 -1.9448160e-04
  3.5346305e-04  1.3383194e-03 -6.8631768e-03]",1.28,64,0,64,0
"[-1.90737774e-04  1.04695964e+00  5.22812247e-01  6.20088518e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -5.72213321e-04
  1.04886699e+00  6.31914258e-01  4.57198441e-01  1.21118486e-01
  6.67582219e-03 -3.17096710e-05  0.00000000e+00 -0.00000000e+00]","[ 5.72213321e-04  1.04695964e+00  5.21667838e-01  6.17418170e-01
 -1.71663996e-03 -2.47959094e-03  1.58324838e-06 -5.72213321e-04
  1.04695964e+00  5.94148159e-01  5.35782397e-01  1.17685206e-01
 -2.09811563e-03  1.82725489e-05  5.48752490e-04 -1.94477616e-04
  2.90550612e-04  0.00000000e+00 -0.00000000e+00]",1.3,65,0,65,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.0576409e+00  6.6433966e-01  4.0226597e-01  1.2188144e-01
  2.4986649e-02  1.6689301e-06  0.0000000e+00 -0.0000000e+00]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0481040e+00  6.2123293e-01  4.7436485e-01  1.1806668e-01
  9.5368887e-04  8.2589686e-06  5.4875249e-04 -1.9447762e-04
  2.9055061e-04  0.0000000e+00 -0.0000000e+00]",1.32,66,0,66,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.0648890e+00  6.9028002e-01  3.6259252e-01  1.3027389e-01
  4.0245671e-02 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[-1.90737774e-04  1.04695964e+00  5.21667838e-01  6.17418170e-01
 -1.71663996e-03 -2.47959094e-03  1.58324838e-06 -1.90737774e-04
  1.05115592e+00  6.40688181e-01  4.36980247e-01  1.17685206e-01
  7.05729751e-03  1.49346888e-05  5.48752490e-04 -1.94477616e-04
  2.90550612e-04  0.00000000e+00 -0.00000000e+00]",1.34,67,0,67,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.0709926e+00  7.0859081e-01  3.3817807e-01  1.4286259e-01
  5.0164033e-02 -2.5033951e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.0557336e+00  6.5861756e-01  4.0722513e-01  1.1806668e-01
  1.6975662e-02  1.8272549e-05  5.4875249e-04 -1.9447762e-04
  2.9055061e-04  0.0000000e+00 -0.0000000e+00]",1.36,68,0,68,0
