action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.0950255e+00  7.5360495e-01  2.9087511e-01  1.7338064e-01
  7.0000760e-02 -1.1682510e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0687038e+00  7.0134282e-01  3.4924087e-01  1.3179980e-01
  4.0627144e-02  8.2589686e-06  4.9477362e-04 -1.9450077e-04
  5.6736538e-04  0.0000000e+00 -0.0000000e+00]",1.38,69,0,69,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.1057069e+00  7.7115279e-01  2.7180132e-01  1.8329901e-01
  7.3052570e-02 -3.1709671e-05  4.4610648e-04 -2.2877257e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9073777e-04
  1.0725185e+00  7.1164262e-01  3.3703366e-01  1.3752194e-01
  4.6730753e-02  1.4934689e-05  4.9722719e-04 -1.9449940e-04
  5.5478286e-04  4.4610648e-04 -2.2877257e-03]",1.4,70,0,70,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2046999e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.1232548e+00  7.9785609e-01  2.4624246e-01  2.0695049e-01
  7.5722896e-02 -2.1696091e-05  4.4610648e-04 -2.2877257e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.7221332e-04
  1.0881590e+00  7.3796445e-01  2.9659724e-01  1.5888457e-01
  5.8175020e-02  1.1596829e-05  5.3648453e-04 -1.9448157e-04
  3.5346299e-04  4.4610648e-04 -2.2877257e-03]",1.42,71,0,71,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2046999e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -5.7221332e-04
  1.1430914e+00  8.2455939e-01  2.2373541e-01  2.2907607e-01
  7.5722896e-02  1.6689301e-06 -1.3383194e-03  6.8631768e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.7221332e-04
  1.1060884e+00  7.7153432e-01  2.7103838e-01  1.7986572e-01
  6.6567481e-02  1.1596829e-05  5.0704152e-04 -1.9449425e-04
  5.0445291e-04 -1.3383194e-03  6.8631768e-03]",1.44,72,0,72,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1970705e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.1827649e+00  8.6766613e-01  1.8673228e-01  2.6264590e-01
  7.7630274e-02 -3.1709671e-05 -1.7844259e-03 -9.1509027e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.9073777e-04
  1.1331731e+00  8.1120777e-01  2.3594263e-01  2.1190967e-01
  7.1526662e-02  1.8272549e-05  4.7514492e-04 -1.9451084e-04
  4.6670547e-04 -1.7844259e-03 -9.1509027e-03]",1.46,73,0,73,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1970705e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.5368887e-04
  1.1999314e+00  8.8673991e-01  1.6689555e-01  2.8400853e-01
  7.8393228e-02 -1.8358231e-05  2.6766388e-03 -4.5754514e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.7221332e-04
  1.1465248e+00  8.2570380e-01  2.1992065e-01  2.2526132e-01
  7.1526662e-02  1.4934689e-05  5.0949509e-04 -1.9449723e-04
  3.9121055e-04  2.6766388e-03 -4.5754514e-03]",1.48,74,0,74,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -9.5368887e-04
  1.2331197e+00  9.2221713e-01  1.3141833e-01  3.1109330e-01
  7.8774698e-02 -5.0067902e-06  1.7844259e-03  9.1509027e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1741817e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -5.7221332e-04
  1.1778058e+00  8.6194402e-01  1.8253605e-01  2.5539789e-01
  7.2289616e-02  8.2589686e-06  5.5856677e-04 -1.9447949e-04
  3.9121055e-04  1.7844259e-03  9.1509027e-03]",1.5,75,0,75,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2008852e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -1.3351644e-03
  1.2571527e+00  9.4396126e-01  1.1043717e-01  3.2749677e-01
  7.8774698e-02 -3.5047531e-05 -1.7844259e-03  0.0000000e+00]","[-9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.7221332e-04
  1.1964980e+00  8.8406956e-01  1.7338064e-01  2.7447167e-01
  7.3815517e-02  1.1596829e-05  5.6838110e-04 -1.9447565e-04
  4.9187045e-04 -1.7844259e-03  0.0000000e+00]",1.52,76,0,76,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1970705e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -2.8610667e-03
  1.3193332e+00  1.0095750e+00  4.3678951e-02  3.6945906e-01
  7.8774698e-02 -1.6689301e-06  1.3383194e-03 -6.8631768e-03]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -5.7221332e-04
  1.2521935e+00  9.4205385e-01  1.1310750e-01  3.2024872e-01
  7.4578471e-02  8.2589686e-06  4.5796976e-04 -1.9454477e-04
  8.5676264e-04  1.3383194e-03 -6.8631768e-03]",1.54,77,0,77,0
"[-1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1970705e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -4.3869689e-03
  1.3544289e+00  1.0446708e+00  7.4387733e-03  3.9158463e-01
  7.8774698e-02 -3.1709671e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -2.4795909e-03
  1.2846189e+00  9.6303505e-01  8.3352409e-02  3.3169299e-01
  7.4959949e-02  1.8272549e-05  4.9968070e-04 -1.9451344e-04
  6.4286025e-04  0.0000000e+00 -0.0000000e+00]",1.56,78,0,78,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.2199587e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -6.6758222e-03
  1.3727398e+00  1.0667964e+00 -1.5831236e-02  4.0569925e-01
  7.9537652e-02 -1.8358231e-05  3.5688519e-03  0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -2.0981156e-03 -2.4795909e-03 -1.7546117e-06 -2.0981156e-03
  1.3101778e+00  9.9469751e-01  3.7575342e-02  3.5572594e-01
  7.4578471e-02  1.8272549e-05  5.4875243e-04 -1.9448191e-04
  6.4286025e-04  3.5688519e-03  0.0000000e+00]",1.58,79,0,79,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1741817e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -8.2017239e-03
  1.4116503e+00  1.1003662e+00 -4.6730753e-02  4.2210269e-01
  8.7167166e-02 -5.0067902e-06 -4.0149582e-03  6.8631768e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.3869689e-03
  1.3532845e+00  1.0492485e+00  1.3542382e-02  3.8853285e-01
  7.4959949e-02  1.1596829e-05  5.5120600e-04 -1.9448470e-04
  8.0643268e-04 -4.0149582e-03  6.8631768e-03]",1.6,80,0,80,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1703670e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -1.3923857e-02
  1.4414053e+00  1.1316472e+00 -7.8011751e-02  4.4384679e-01
  1.0204471e-01 -3.5047531e-05 -1.7844259e-03 -9.1509027e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1703670e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -6.2943464e-03
  1.3887618e+00  1.0793850e+00 -1.3923857e-02  3.9959565e-01
  7.6867320e-02  1.4934689e-05  3.6228000e-04 -1.9466391e-04
  9.9517009e-04 -1.7844259e-03 -9.1509027e-03]",1.62,81,0,81,0
"[ 1.90737774e-04  1.04695964e+00  5.22812247e-01  6.17799640e-01
  5.72213321e-04  5.72213321e-04 -6.59488142e-05 -2.26977952e-02
  1.47039747e+00  1.16254675e+00 -1.08911268e-01  4.56435502e-01
  1.21118486e-01 -1.66893005e-06  4.01495816e-03 -1.14386287e-02]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1665523e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.0490578e-02
  1.4188983e+00  1.1045624e+00 -6.7711912e-02  4.2172122e-01
  8.4878311e-02  1.1596829e-05  4.9231999e-04 -1.9456593e-04
  5.7994784e-04  4.0149582e-03 -1.1438629e-02]",1.64,82,0,82,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1665523e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -3.1090258e-02
  1.5043489e+00  1.1945907e+00 -1.3752194e-01  4.6292058e-01
  1.4820325e-01 -2.5033951e-05 -3.1227453e-03 -2.2877259e-03]","[ 5.72213321e-04  1.04695964e+00  5.21667838e-01  6.15892291e-01
 -1.71663996e-03 -2.47959094e-03  1.58324838e-06 -1.62127111e-02
  1.45017934e+00  1.14042115e+00 -8.29709321e-02  4.40795004e-01
  1.01281755e-01  1.15968287e-05  5.61020395e-04 -1.94527616e-04
  6.30277791e-04 -3.12274531e-03 -2.28772592e-03]",1.66,83,0,83,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1703670e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -3.8719770e-02
  1.5226597e+00  1.2155719e+00 -1.6117342e-01  4.6368352e-01
  1.6803998e-01 -3.1709671e-05 -2.6766388e-03  9.1509009e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1551082e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.0408941e-02
  1.4700160e+00  1.1606394e+00 -9.5559627e-02  4.4460976e-01
  1.1158160e-01  1.8272549e-05  4.9477362e-04 -1.9457036e-04
  6.9319026e-04 -2.6766388e-03  9.1509009e-03]",1.68,84,0,84,0
"[ 1.9073777e-04  1.0469596e+00  5.2281225e-01  6.1818111e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -5.3597316e-02
  1.5562295e+00  1.2537193e+00 -2.0847638e-01  4.6292058e-01
  2.0275426e-01  1.6689301e-06  4.4610648e-04 -2.2877257e-03]","[-5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1436635e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -3.1471733e-02
  1.5054933e+00  1.1953536e+00 -1.5163653e-01  4.5223927e-01
  1.4286259e-01  8.2589686e-06  4.3834117e-04 -1.9461638e-04
  9.5742254e-04  4.4610648e-04 -2.2877257e-03]",1.7,85,0,85,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  6.1589229e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -6.6186011e-02
  1.5886549e+00  1.2888151e+00 -2.4319066e-01  4.6292058e-01
  2.2259098e-01 -3.5047531e-05  4.4610648e-04  2.2877257e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -4.4060424e-02
  1.5352484e+00  1.2266346e+00 -1.7528801e-01  4.5490959e-01
  1.7071031e-01  1.4934689e-05  5.2667025e-04 -1.9453323e-04
  9.8258757e-04  4.4610648e-04  2.2877257e-03]",1.72,86,0,86,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -7.3434040e-02
  1.6058214e+00  1.3105593e+00 -2.6379034e-01  4.6292058e-01
  2.3365377e-01 -3.1709671e-05 -1.7844259e-03 -9.1509027e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1360341e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -5.2071411e-02
  1.5558480e+00  1.2521935e+00 -1.9665064e-01  4.5490959e-01
  1.9130999e-01  1.8272549e-05  5.0949509e-04 -1.9454928e-04
  8.9451019e-04 -1.7844259e-03 -9.1509027e-03]",1.74,87,0,87,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  6.1665523e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -8.6022735e-02
  1.6378653e+00  1.3471808e+00 -2.9736018e-01  4.6292058e-01
  2.4738689e-01  1.6689301e-06  4.4610648e-04 -2.2877257e-03]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1360341e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -6.5804534e-02
  1.5890363e+00  1.2926298e+00 -2.4624246e-01  4.5490959e-01
  2.1610589e-01  8.2589686e-06  4.4324828e-04 -1.9460515e-04
  9.3225768e-04  4.4610648e-04 -2.2877257e-03]",1.76,88,0,88,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1665523e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -9.2507817e-02
  1.6554132e+00  1.3673991e+00 -3.1300068e-01  4.6292058e-01
  2.5196460e-01 -8.3446503e-06  4.4610648e-04 -2.2877257e-03]","[-1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -7.2671093e-02
  1.6062028e+00  1.3097963e+00 -2.6073852e-01  4.5490959e-01
  2.2526132e-01  1.1596829e-05  4.7269132e-04 -1.9457992e-04
  7.8126776e-04  4.4610648e-04 -2.2877257e-03]",1.78,89,0,89,0
"[ 9.53688868e-04  1.04695964e+00  5.22812247e-01  6.16273761e-01
  5.72213321e-04  5.72213321e-04 -6.59488142e-05 -1.04715034e-01
  1.68593121e+00  1.40287638e+00 -3.39322507e-01  4.63302046e-01
  2.61501491e-01 -2.83718109e-05  0.00000000e+00 -0.00000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -8.6404212e-02
  1.6412985e+00  1.3509957e+00 -3.0193791e-01  4.5529106e-01
  2.4013886e-01  1.4934689e-05  4.7514492e-04 -1.9457801e-04
  7.6868525e-04  0.0000000e+00 -0.0000000e+00]",1.8,90,0,90,0
"[ 9.53688868e-04  1.04695964e+00  5.22812247e-01  6.16655231e-01
  1.90737774e-04  5.72213321e-04 -6.92866743e-05 -1.11200124e-01
  1.70309758e+00  1.41889834e+00 -3.48859400e-01  4.63302046e-01
  2.65697718e-01 -1.16825104e-05  0.00000000e+00 -0.00000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -9.2126347e-02
  1.6557946e+00  1.3673991e+00 -3.1223774e-01  4.5529106e-01
  2.4395362e-01  1.1596829e-05  4.7514492e-04 -1.9457801e-04
  7.6868525e-04  0.0000000e+00 -0.0000000e+00]",1.82,91,0,91,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -1.2493324e-01
  1.7339971e+00  1.4520867e+00 -3.7098497e-01  4.6330205e-01
  2.7332723e-01 -3.1709671e-05  8.9221296e-04  4.5754514e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.0547799e-01
  1.6905088e+00  1.4051652e+00 -3.4199283e-01  4.5567253e-01
  2.5501642e-01  1.4934689e-05  4.6042341e-04 -1.9458876e-04
  6.9319032e-04  8.9221296e-04  4.5754514e-03]",1.84,92,0,92,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -1.3027389e-01
  1.7473488e+00  1.4650569e+00 -3.7823302e-01  4.6330205e-01
  2.7561608e-01 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.1005569e-01
  1.7023346e+00  1.4177538e+00 -3.4733349e-01  4.5605400e-01
  2.5806820e-01  1.4934689e-05  4.7023778e-04 -1.9458173e-04
  7.4352033e-04  0.0000000e+00 -0.0000000e+00]",1.86,93,0,93,0
"[ 9.53688868e-04  1.04695964e+00  5.22812247e-01  6.16273761e-01
  5.72213321e-04  5.72213321e-04 -6.92866743e-05 -1.39810786e-01
  1.76680398e+00  1.48184180e+00 -3.83573651e-01  4.63302046e-01
  2.77904928e-01 -1.50203705e-05  0.00000000e+00 -0.00000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.1997406e-01
  1.7244602e+00  1.4410238e+00 -3.6259252e-01  4.5643550e-01
  2.6379034e-01  8.2589686e-06  4.7023778e-04 -1.9458173e-04
  7.4352033e-04  0.0000000e+00 -0.0000000e+00]",1.88,94,0,94,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -1.5468833e-01
  1.7977035e+00  1.5058748e+00 -3.8967729e-01  4.6330205e-01
  2.7828640e-01 -2.8371811e-05  0.0000000e+00 -0.0000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.3256276e-01
  1.7553598e+00  1.4745938e+00 -3.7937742e-01  4.5643550e-01
  2.6798657e-01  1.8272549e-05  4.7023778e-04 -1.9458173e-04
  7.4352033e-04  0.0000000e+00 -0.0000000e+00]",1.9,95,0,95,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -1.6117342e-01
  1.8087664e+00  1.5154116e+00 -3.9578089e-01  4.6292058e-01
  2.7943084e-01 -3.5047531e-05  0.0000000e+00 -0.0000000e+00]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.3904783e-01
  1.7683299e+00  1.4829862e+00 -3.7861449e-01  4.5605400e-01
  2.6913100e-01  1.4934689e-05  4.7023778e-04 -1.9458173e-04
  7.4352033e-04  0.0000000e+00 -0.0000000e+00]",1.92,96,0,96,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1741817e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -1.7452507e-01
  1.8327993e+00  1.5344853e+00 -4.0302891e-01  4.6292058e-01
  2.8133821e-01  1.6689301e-06  1.7844259e-03 -9.1509027e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.5316243e-01
  1.7969406e+00  1.5054933e+00 -3.9539939e-01  4.5643550e-01
  2.7027541e-01  8.2589686e-06  4.3098044e-04 -1.9461496e-04
  9.4484014e-04  1.7844259e-03 -9.1509027e-03]",1.94,97,0,97,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1512929e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -1.8673228e-01
  1.8575952e+00  1.5505073e+00 -4.0913251e-01  4.6292058e-01
  2.8248265e-01 -3.5047531e-05 -1.7844259e-03  9.1509027e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  6.1360341e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.6727702e-01
  1.8194476e+00  1.5249485e+00 -3.9425498e-01  4.5719844e-01
  2.7218279e-01  1.8272549e-05  4.4570197e-04 -1.9460160e-04
  8.6934515e-04 -1.7844259e-03  9.1509027e-03]",1.96,98,0,98,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -1.9359884e-01
  1.8675135e+00  1.5592813e+00 -4.1561761e-01  4.6330205e-01
  2.8400853e-01 -3.1709671e-05  1.3383194e-03 -6.8631768e-03]","[ 1.3351644e-03  1.0469596e+00  5.2166784e-01  6.1322194e-01
 -1.7166400e-03 -2.4795909e-03 -1.7546117e-06 -1.7338064e-01
  1.8331808e+00  1.5325780e+00 -3.9768827e-01  4.5643550e-01
  2.7294576e-01  2.1610409e-05  4.4324840e-04 -1.9460372e-04
  8.8192761e-04  1.3383194e-03 -6.8631768e-03]",1.98,99,0,99,0
"[ 9.53688868e-04  1.04695964e+00  5.22812247e-01  6.16273761e-01
  5.72213321e-04  5.72213321e-04 -6.59488142e-05 -1.99702442e-01
  1.87895787e+00  1.56691086e+00 -4.22102690e-01  4.62920576e-01
  2.85152972e-01 -1.50203705e-05  4.46106482e-04 -2.28772569e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -2.0981156e-03 -2.4795909e-03  1.5832484e-06 -1.8024720e-01
  1.8465323e+00  1.5402075e+00 -4.0684366e-01  4.5757991e-01
  2.7332723e-01  1.1596829e-05  4.6287710e-04 -1.9458735e-04
  7.8126765e-04  4.4610648e-04 -2.2877257e-03]",2.0,100,0,100,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -2.0962082e-01
  1.8995575e+00  1.5825514e+00 -4.3125811e-01  4.6292058e-01
  2.8591591e-01 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -1.9169146e-01
  1.8656062e+00  1.5569924e+00 -4.1561761e-01  4.5757991e-01
  2.7561608e-01  1.1596829e-05  4.6533070e-04 -1.9458545e-04
  7.6868513e-04  0.0000000e+00 -0.0000000e+00]",2.02,101,0,101,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1665523e-01
  1.9073777e-04  5.7221332e-04 -6.9286674e-05 -2.2945754e-01
  1.9350348e+00  1.6092546e+00 -4.4804302e-01  4.6253911e-01
  2.8820479e-01 -1.1682510e-05  0.0000000e+00 -0.0000000e+00]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.0656902e-01
  1.8953613e+00  1.5817883e+00 -4.2973220e-01  4.5757991e-01
  2.7943084e-01  1.4934689e-05  4.6533070e-04 -1.9458545e-04
  7.6868513e-04  0.0000000e+00 -0.0000000e+00]",2.04,102,0,102,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1627376e-01
  5.7221332e-04  5.7221332e-04 -6.5948814e-05 -2.3594263e-01
  1.9476234e+00  1.6165026e+00 -4.5109484e-01  4.6253911e-01
  2.8820479e-01  1.6689301e-06 -4.4610648e-04 -2.2877257e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.1648738e-01
  1.9075685e+00  1.5840772e+00 -4.3087664e-01  4.5948729e-01
  2.7981231e-01  1.1596829e-05  4.6287710e-04 -1.9458731e-04
  7.5610261e-04 -4.4610648e-04 -2.2877257e-03]",2.06,103,0,103,0
"[ 5.7221332e-04  1.0469596e+00  5.2281225e-01  6.1741817e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -2.5120166e-01
  1.9701304e+00  1.6313802e+00 -4.5948729e-01  4.6253911e-01
  2.8896773e-01 -2.8371811e-05  1.7844259e-03  4.5754509e-03]","[ 5.7221332e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.2755016e-01
  1.9350348e+00  1.6100175e+00 -4.5376515e-01  4.5643550e-01
  2.8095675e-01  1.4934689e-05  4.6042350e-04 -1.9458932e-04
  7.1835512e-04  1.7844259e-03  4.5754509e-03]",2.08,104,0,104,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1436635e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -2.5806820e-01
  1.9811933e+00  1.6382468e+00 -4.6406502e-01  4.6253911e-01
  2.8934920e-01 -1.1682510e-05 -4.0149582e-03  6.8631768e-03]","[ 1.9073777e-04  1.0469596e+00  5.2166784e-01  6.1284047e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.3556115e-01
  1.9476234e+00  1.6206988e+00 -4.4422826e-01  4.5948729e-01
  2.8171968e-01  1.1596829e-05  4.8250580e-04 -1.9457542e-04
  9.0709247e-04 -4.0149582e-03  6.8631768e-03]",2.1,105,0,105,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.1284047e-01
  5.7221332e-04  5.7221332e-04 -6.9286674e-05 -2.7866790e-01
  2.0048447e+00  1.6535058e+00 -4.8428321e-01  4.6101320e-01
  2.9316396e-01 -3.5047531e-05  4.0149582e-03  2.2877248e-03]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1131454e-01
 -1.7166400e-03 -2.4795909e-03  1.5832484e-06 -2.5196460e-01
  1.9758526e+00  1.6363393e+00 -4.6749827e-01  4.5605400e-01
  2.8286412e-01  1.4934689e-05  4.5306279e-04 -1.9459771e-04
  9.5742248e-04  4.0149582e-03  2.2877248e-03]",2.12,106,0,106,0
"[ 9.5368887e-04  1.0469596e+00  5.2281225e-01  6.0597390e-01
  1.9073777e-04  5.7221332e-04 -6.5948814e-05 -2.9087511e-01
  2.0201037e+00  1.6611353e+00 -4.9229419e-01  4.6101320e-01
  2.9736018e-01 -5.0067902e-06  0.0000000e+00 -0.0000000e+00]","[ 9.5368887e-04  1.0469596e+00  5.2166784e-01  6.1169606e-01
 -2.0981156e-03 -2.4795909e-03 -1.7546117e-06 -2.7103838e-01
  1.9941634e+00  1.6412985e+00 -4.6635386e-01  4.5872435e-01
  2.8439003e-01  1.1596829e-05  4.7514506e-04 -1.9457593e-04
  8.1901503e-04  0.0000000e+00 -0.0000000e+00]",2.14,107,0,107,0
